Gene	Chromosome	Start	End	x	y	z
YNL298W	14	68914	71443	67.240	34.565	97.364
YNL297C	14	71672	76583	68.835	37.640	97.779
YNL296W	14	76272	76587	69.326	38.935	98.015
YNL295W	14	76945	78520	69.326	39.379	98.180
YNL294C	14	78658	80260	69.027	39.657	98.435
YNL293W	14	80639	82541	68.173	39.499	98.807
YNL292W	14	82805	84017	67.023	38.926	99.175
YNL291C	14	84168	85815	65.991	38.325	99.528
YNL290W	14	86217	87240	65.267	37.902	99.953
YNL289W	14	87896	88736	64.988	37.740	100.374
snR40	14	89209	89306	64.995	37.745	100.638
YNL288W	14	90302	91424	65.304	37.927	101.114
YNL287W	14	91993	94801	66.553	38.660	101.929
YNL286W	14	95222	96080	68.163	39.622	102.628
YNL285W	14	96172	96544	68.673	39.936	102.811
YNL284C	14	98720	102232	71.656	41.860	103.532
YNL284C	14	100909	102232	72.452	42.400	103.625
YNL284C	14	103133	104102	73.948	43.440	103.685
YNL283C	14	105183	106695	75.623	44.620	103.608
YNL282W	14	107686	108274	77.047	45.601	103.443
YNL281W	14	108466	108928	77.536	45.934	103.364
YNL280C	14	109094	110411	78.246	46.413	103.226
YNL279W	14	110916	112902	79.658	47.348	102.873
YNL278W	14	113270	116453	81.457	48.492	102.245
YNL277W	14	116678	116867	82.203	48.871	101.897
YNL277W	14	117348	118809	82.461	48.912	101.713
YNL276C	14	118430	118826	82.506	48.875	101.649
YNL275W	14	119267	120998	82.444	48.616	101.514
YNL274C	14	121117	122170	82.106	48.117	101.437
YNL273W	14	122882	126599	80.600	46.409	101.462
YNL272C	14	126804	129084	79.295	45.167	101.691
YNL271C	14	129522	135384	78.991	45.493	102.324
YNL270C	14	135940	137662	79.696	47.435	103.151
YNL269W	14	137699	138095	79.609	47.778	103.318
YNL268W	14	138550	140386	79.245	48.114	103.520
YNL267W	14	140878	144079	77.761	48.248	103.778
YNL266W	14	144245	144665	76.227	47.974	103.857
YNL265C	14	144280	145282	75.944	47.906	103.862
YNL264C	14	145563	146616	74.830	47.607	103.827
YNL263C	14	146896	147841	73.775	47.277	103.724
YNL262W	14	148212	154881	70.570	45.933	102.878
YNL261W	14	155100	156540	67.661	44.189	101.237
YNL260C	14	156859	157456	66.806	43.674	100.601
YNL259C	14	157644	157866	66.430	43.458	100.301
YNL258C	14	158109	160374	65.514	42.960	99.516
YNL257C	14	160631	164321	63.606	42.066	97.605
YNL256W	14	164623	167098	61.746	41.412	95.321
YNL255C	14	167329	167791	60.888	41.195	94.102
YNL254C	14	168043	169249	60.371	41.095	93.302
YNL253W	14	170018	171287	59.478	40.991	91.782
YNL252C	14	171441	172287	58.978	40.979	90.836
YNL251C	14	172588	174316	58.368	41.021	89.567
YNL250W	14	175410	179349	57.441	41.316	86.693
YNL249C	14	179394	181023	57.865	41.556	85.502
YNL248C	14	181361	182609	58.628	41.713	85.161
YNL247W	14	182875	185179	59.972	41.900	85.154
YNL246W	14	185460	186350	61.524	42.068	85.386
YNL245C	14	186346	186886	62.059	42.122	85.401
YNL244C	14	187170	187497	62.558	42.171	85.366
YNL243W	14	188051	190958	63.794	42.279	84.917
YNL242W	14	191324	196103	65.053	42.323	82.626
YNL241C	14	196426	197944	65.306	42.342	79.670
YNL240C	14	198502	199978	65.684	42.579	78.032
YNL239W	14	200569	201934	66.265	42.992	76.555
YNL238W	14	202428	204873	67.228	43.719	74.956
YNL237W	14	205188	206568	68.366	44.608	73.665
YNL236W	14	206930	209855	69.641	45.658	72.851
YNL235C	14	209548	209980	70.298	46.227	72.744
YNL234W	14	210233	211514	70.809	46.685	72.834
YNL233W	14	211922	214601	71.848	47.669	73.553
YNL232W	14	214923	215802	72.696	48.526	74.782
YNL231C	14	215987	217043	73.153	48.972	75.593
YNL230C	14	217523	218663	73.798	49.521	76.713
YNL229C	14	219137	220202	74.465	49.998	77.844
YNL228W	14	220645	221422	75.059	50.354	78.834
YNL227C	14	220659	222432	75.286	50.474	79.207
YNL226W	14	222239	222650	75.691	50.667	79.867
YNL225C	14	222724	224470	76.222	50.881	80.718
YNL224C	14	224796	227100	77.312	51.201	82.446
YNL223W	14	227370	228855	77.921	51.370	83.594
YNL222W	14	229094	229715	78.028	51.416	83.997
snR19	14	230105	230673	77.978	51.424	84.159
YNL221C	14	231068	233696	77.528	51.367	84.102
YNL220W	14	234413	235715	76.192	51.136	83.220
YNL219C	14	235996	237664	75.041	50.905	82.230
YNL218W	14	238238	240002	73.864	50.571	80.785
YNL217W	14	240331	241312	73.240	50.300	79.601
YNL216W	14	241689	244173	72.760	49.937	78.006
YNL215W	14	244468	245431	72.606	49.561	76.346
YNL214W	14	245617	246217	72.640	49.372	75.510
YNL213C	14	246460	247105	72.730	49.214	74.788
YNL212W	14	247461	249810	73.119	48.926	73.377
YNL211C	14	250055	250316	73.652	48.737	72.339
YNL210W	14	250931	251744	74.171	48.627	71.654
YNL209W	14	252059	253901	75.088	48.516	70.797
YNL208W	14	254418	255018	76.287	48.456	70.046
YNL207W	14	255353	256631	77.311	48.452	69.604
YNL206C	14	256788	258156	78.517	48.519	69.234
YNL205C	14	258155	258578	79.226	48.605	69.093
YNL204C	14	258375	259278	79.585	48.663	69.044
YNL203C	14	259439	260051	80.287	48.803	68.997
YNL202W	14	259578	260457	80.492	48.853	68.999
YNL201C	14	260627	263204	81.882	49.282	69.153
YNL200C	14	263713	264454	83.383	49.958	69.677
YNL199C	14	264926	266531	84.461	50.604	70.318
YNL198C	14	266514	266817	85.035	50.993	70.767
YNL197C	14	267608	269594	86.051	51.689	71.814
YNL196C	14	270275	271172	86.898	52.279	73.146
YNL195C	14	271523	272309	87.253	52.531	73.979
YNL194C	14	272710	273616	87.526	52.731	74.917
YNL193W	14	274368	276045	87.766	52.925	76.597
YNL192W	14	276502	279898	87.645	52.980	79.203
YNL191W	14	280432	281506	87.023	52.943	81.418
YNL190W	14	282395	283010	86.380	52.881	82.696
YNL189W	14	284260	285889	85.191	52.747	84.315
YNL188W	14	286308	287610	84.031	52.612	85.510
YNL187W	14	287995	289069	83.144	52.540	86.542
YNL186W	14	289499	291878	82.123	52.520	88.035
YNL185C	14	292194	292671	81.462	52.571	89.313
YNL184C	14	292558	292885	81.366	52.585	89.531
YNL183C	14	293138	295511	80.912	52.694	90.769
YNL182C	14	295961	297629	80.457	52.964	92.751
YNL181W	14	298336	299560	80.393	53.377	94.105
YNL180C	14	299655	300651	80.507	53.692	94.625
YNL179C	14	300667	301105	80.629	53.915	94.856
YNL178W	14	302681	303404	81.225	54.703	95.166
YNL177C	14	303687	304617	81.666	55.184	95.111
YNL176C	14	305071	306982	82.620	56.117	94.687
YNL175C	14	307402	308614	83.606	57.094	93.984
YNL174W	14	308075	308648	83.729	57.239	93.865
YNL173C	14	308958	310059	83.991	57.633	93.500
YNL172W	14	310637	315884	83.540	58.200	92.504
YNL171C	14	315630	315999	82.081	57.948	91.999
YNL170W	14	315979	316375	81.797	57.870	91.940
YNL169C	14	316170	317673	81.176	57.690	91.825
YNL168C	14	318031	318811	79.895	57.341	91.634
YNL167C	14	319417	321361	78.202	56.938	91.465
YNL166C	14	322220	323567	76.024	56.513	91.381
YNL165W	14	323833	325054	74.663	56.299	91.403
YNL164C	14	325266	326322	73.469	56.144	91.469
YNL163C	14	326742	330075	71.249	55.916	91.521
YNL162W	14	330330	330549	69.802	55.785	91.154
YNL162W	14	331323	332156	69.012	55.723	90.718
YNL161W	14	332598	334869	68.007	55.658	89.742
YNL160W	14	336546	337611	66.873	55.633	87.286
YNL159C	14	338479	339349	66.273	55.608	85.969
YNL158W	14	339613	340210	65.866	55.572	85.415
YNL157W	14	340353	340860	65.549	55.538	85.095
YNL156C	14	341070	341970	65.088	55.482	84.758
YNL155W	14	342517	343342	64.285	55.371	84.424
YNL154C	14	343637	345278	63.284	55.216	84.319
YNL153C	14	345670	346060	62.244	55.041	84.455
YNL152W	14	346314	347544	61.384	54.889	84.707
YNL151C	14	347767	348523	60.476	54.722	84.998
YNL150W	14	349252	349660	59.710	54.574	85.196
YNL149C	14	349368	349758	59.660	54.563	85.206
YNL148C	14	349908	350673	59.341	54.496	85.256
YNL147W	14	350941	351385	59.053	54.430	85.266
YNL146C	14	351387	351582	58.970	54.409	85.257
YNL146W	14	351716	352019	58.889	54.387	85.236
YNL145W	14	352415	352532	58.802	54.357	85.180
YNL144C	14	352821	355044	58.787	54.314	84.939
YNL144W	14	353062	353146	58.764	54.334	85.093
YNL143C	14	356795	357188	59.657	54.358	83.937
YNL142W	14	357454	358954	60.212	54.450	83.495
YNL141W	14	359597	360641	60.977	54.743	83.128
YNL140C	14	360918	361488	61.348	54.992	83.104
YNL139C	14	360925	365719	61.945	55.647	83.438
YNL138W	14	366034	366414	62.489	56.913	84.712
YNL138W	14	366742	368323	62.629	57.604	85.573
YNL137C	14	368596	370057	62.713	58.337	86.619
YNL136W	14	370369	371647	62.677	58.710	87.342
YNL135C	14	371883	372228	62.600	58.786	87.665
YNL134C	14	372452	373583	62.491	58.751	87.876
YNL133C	14	374172	374694	62.264	58.516	88.038
YNL132W	14	375322	378493	61.680	57.585	87.896
YNL131W	14	378768	379227	61.221	56.623	87.520
YNL130C	14	379559	380833	61.147	56.271	87.333
YNL130C	14	381246	381393	61.210	56.082	87.179
YNL129W	14	381481	382204	61.283	56.040	87.115
YNL128W	14	382360	383665	61.547	56.056	86.988
YNL127W	14	383988	386850	62.516	56.542	86.798
YNL126W	14	387228	389769	64.546	57.979	86.696
YNL125C	14	390147	392169	66.551	59.208	86.720
YNL124W	14	392893	394372	68.506	60.151	86.832
YNL123W	14	394686	397680	70.613	60.922	87.039
YNL122C	14	398024	398372	72.290	61.387	87.264
YNL121C	14	398685	400539	73.166	61.636	87.437
YNL120C	14	401034	401520	73.753	61.849	87.649
YNL119W	14	401041	402523	73.837	61.896	87.715
YNL118C	14	402653	405566	73.661	62.011	88.031
YNL117W	14	406359	408024	71.987	61.897	88.478
YNL116W	14	408342	409911	70.311	61.766	88.751
YNL115C	14	410120	412055	68.621	61.813	88.965
YNL114C	14	412685	413057	67.107	62.017	89.101
YNL113W	14	412772	413201	67.010	62.036	89.108
YNL112W	14	413640	416283	65.363	62.455	89.192
YNL111C	14	416941	417304	63.593	63.131	89.208
YNL110C	14	417827	418490	62.759	63.527	89.182
YNL109W	14	418965	419511	61.911	63.923	89.092
YNL108C	14	419015	419828	61.770	63.986	89.068
YNL107W	14	420099	420780	60.999	64.320	88.901
YNL106C	14	420945	424497	59.352	64.957	88.283
YNL105W	14	424156	424585	58.235	65.317	87.625
YNL104C	14	424896	426756	57.299	65.568	86.898
YNL103W	14	426720	426810	56.720	65.694	86.355
YNL103W	14	427736	429755	55.558	65.898	85.104
YNL102W	14	430088	434495	53.567	66.472	83.924
YNL101W	14	435000	437142	51.551	67.475	84.474
YNL100W	14	437614	438319	50.581	68.129	85.450
YNL099C	14	438568	439285	50.110	68.510	86.038
YNL098C	14	439603	440572	49.576	69.029	86.674
YNL097C	14	440798	440921	49.243	69.412	87.048
YNL097C	14	441367	442360	48.836	69.954	87.480
YNL097W	14	441432	441588	48.975	69.757	87.337
YNL096C	14	443399	444317	48.114	71.179	88.146
YNL095C	14	444913	446842	47.501	72.619	88.564
YNL094W	14	447612	449376	46.884	74.780	88.723
YNL093W	14	449869	450532	46.585	76.265	88.661
YNL092W	14	450872	452075	46.414	77.367	88.556
YNL091W	14	452409	456132	46.190	79.770	88.155
YNL090W	14	456566	457145	46.173	81.969	87.573
YNL089C	14	456694	457171	46.175	82.034	87.552
YNL088W	14	457705	461992	46.427	84.388	86.741
YNL087W	14	462412	465949	47.766	86.734	86.117
YNL086W	14	466335	466644	48.975	87.374	86.116
YNL085W	14	467132	469625	50.219	87.582	86.283
YNL084C	14	470054	471104	51.612	87.701	86.334
YNL083W	14	471378	472863	52.367	87.834	86.096
YNL082W	14	473392	476014	53.221	88.150	85.190
YNL081C	14	476189	476621	53.504	88.421	84.246
YNL080C	14	476933	478034	53.567	88.619	83.506
YNL079C	14	478567	479167	53.529	88.896	82.405
YNL078W	14	479769	480993	53.578	89.111	81.262
YNL077W	14	481392	482979	53.890	89.184	80.119
YNL076W	14	483557	485312	54.665	88.996	79.026
YNL075W	14	485608	486481	55.481	88.671	78.467
YNL074C	14	486767	488126	56.372	88.258	78.138
YNL073W	14	488387	490118	57.745	87.570	77.901
YNL072W	14	490318	491242	58.963	87.003	77.698
YNL071W	14	491524	492973	60.139	86.519	77.449
YNL070W	14	493367	493550	61.113	86.164	77.205
YNL069C	14	493957	495003	61.937	85.897	76.971
YNL068C	14	495702	498291	63.979	85.361	76.285
YNL067W	14	498539	498686	65.299	85.108	75.763
YNL067W	14	499418	499559	65.966	85.003	75.464
YNL067W	14	499682	500258	66.284	84.956	75.302
YNL066W	14	501516	502779	67.243	84.837	74.607
YNL065W	14	503725	505486	67.388	84.889	73.888
YNL064C	14	505869	507099	66.831	85.062	73.386
YNL063W	14	507759	508704	65.791	85.326	72.955
YNL062C	14	508777	510214	64.775	85.579	72.653
YNL061W	14	510541	512398	63.322	86.072	72.048
YNL059C	14	512669	514937	61.949	86.812	71.087
YNL058C	14	515764	516715	60.913	87.762	69.801
YNL057W	14	516404	516737	60.803	87.905	69.605
YNL056W	14	517250	517844	60.523	88.348	68.992
YNL055C	14	517995	518847	60.328	88.768	68.405
YNL054W	14	519457	520780	60.118	89.582	67.218
YNL054W	14	519457	524708	60.208	90.265	65.989
YNL054W	14	526087	529585	62.596	90.511	63.416
YNL053W	14	529943	531413	64.773	89.794	62.587
YNL052W	14	531726	532188	65.697	89.495	62.108
YNL051W	14	532660	533872	66.573	89.229	61.528
YNL050C	14	534080	534984	67.353	89.012	60.877
YNL049C	14	535282	537913	68.485	88.739	59.628
YNL048W	14	538174	539821	69.578	88.551	57.886
YNL047C	14	539912	541883	70.186	88.435	56.401
YNL046W	14	542305	542824	70.401	88.265	55.185
YNL045W	14	542964	544980	70.350	88.070	54.225
YNL044W	14	545269	545879	70.032	87.790	53.208
YNL043C	14	545590	545911	69.982	87.756	53.100
YNL042W	14	547114	547372	69.408	87.434	52.232
YNL042W	14	548101	549292	68.618	87.070	51.453
YNL041C	14	549469	551989	67.334	86.549	50.420
YNL040W	14	553381	554752	66.095	86.165	48.518
YNL039W	14	555049	556834	65.925	86.224	47.324
YNL038W	14	557021	557785	66.059	86.408	46.330
YNL037C	14	557921	559004	66.298	86.616	45.575
YNL036W	14	559815	560481	66.908	87.066	44.320
YNL035C	14	568523	569693	70.472	89.630	37.570
YNL034W	14	570478	572317	71.310	90.333	35.859
YNL033W	14	573000	573855	71.856	91.084	34.376
YNL032W	14	574507	575353	72.137	91.721	33.300
YNL031C	14	575641	576052	72.256	92.143	32.653
YNL030W	14	576728	577040	72.344	92.652	31.928
YNL029C	14	577206	578775	72.383	93.230	31.165
YNL028W	14	578680	578998	72.375	93.699	30.586
YNL027W	14	579581	581618	72.301	94.713	29.431
YNL026W	14	581921	583376	72.508	95.766	28.346
YNL025C	14	584321	585293	73.151	96.680	27.547
NME1	14	585588	585928	73.575	97.018	27.309
snR66	14	586091	586177	73.768	97.140	27.234
YNL024C	14	586603	586822	74.087	97.318	27.139
YNL024C	14	587108	587849	74.557	97.531	27.053
YNL023C	14	588264	591162	76.250	98.006	27.055
YNL022C	14	591428	592901	78.322	98.484	27.154
YNL021W	14	593228	595349	79.978	99.067	26.975
YNL020C	14	595624	597541	81.616	99.873	26.502
YNL019C	14	598377	599232	83.051	100.831	25.765
YNL018C	14	599937	601776	84.266	101.848	24.871
YNL017C	14	602139	602478	85.157	102.536	24.246
YNL016W	14	602908	604270	85.984	103.102	23.728
YNL015W	14	605385	605613	87.291	103.867	23.015
YNL014W	14	606320	609455	89.047	104.697	22.222
YNL013C	14	609134	609512	90.168	105.128	21.798
YNL012W	14	609687	611667	91.267	105.489	21.437
YNL011C	14	611837	613172	92.775	105.909	21.075
YNL010W	14	613636	614362	94.023	106.200	20.892
YNL009W	14	614822	616085	95.250	106.436	20.814
YNL008C	14	616212	618222	96.753	106.661	20.849
YNL007C	14	618509	619568	98.323	106.821	21.038
YNL006W	14	620069	620981	99.611	106.902	21.298
YNL005C	14	621315	622431	100.651	106.992	21.475
YNL004W	14	622917	624624	101.759	107.205	21.482
YNL003C	14	624977	625832	102.384	107.468	21.260
YNL002C	14	626176	627145	102.656	107.720	20.947
YNL001W	14	627458	628619	102.749	108.047	20.461
YNR001C	14	629624	631064	102.422	108.711	19.316
YNR001W	14	631265	631484	102.137	109.011	18.774
YNR002C	14	633010	633859	101.570	109.408	18.117
YNR003C	14	634346	635300	101.196	109.518	18.007
YNR003W	14	634422	634521	101.290	109.503	18.008
YNR004W	14	635945	636386	100.839	109.507	18.149
YNR005C	14	636933	637338	100.585	109.427	18.404
YNR006W	14	636988	638857	100.381	109.318	18.705
YNR007C	14	639184	640117	99.939	108.936	19.668
YNR008W	14	640398	642384	99.488	108.381	20.989
YNR009W	14	642692	643442	98.970	107.822	22.260
YNR010W	14	643746	644196	98.647	107.520	22.920
YNR011C	14	644322	646953	97.982	106.963	24.091
YNR012W	14	647434	648940	96.773	106.110	25.764
YNR013C	14	649030	651715	95.557	105.378	27.083
YNR014W	14	652467	653106	94.033	104.643	28.356
YNR015W	14	653389	654544	93.227	104.351	28.872
YNR016C	14	654675	661377	90.148	103.690	30.118
YNR017W	14	662915	663584	85.582	103.552	30.612
YNR018W	14	664272	664947	84.366	103.582	30.635
YNR019W	14	665341	667270	82.852	103.646	30.623
YNR020C	14	667412	668225	81.502	103.727	30.573
YNR021W	14	668379	669594	80.462	103.804	30.511
YNR022C	14	669776	670196	79.572	103.882	30.439
YNR023W	14	670420	672121	78.432	103.988	30.327
YNR024W	14	672411	672972	77.207	104.010	30.222
YNR025C	14	672704	673064	77.044	104.003	30.210
YNR026C	14	673276	674692	76.137	103.906	30.158
YNR027W	14	674925	675879	75.010	103.654	30.122
YNR028W	14	676179	677106	74.068	103.315	30.122
YNR029C	14	677201	678491	73.189	102.882	30.148
YNR030W	14	678801	680457	71.954	102.052	30.235
YNR031C	14	680696	685436	69.930	99.965	30.633
YNR032W	14	686012	687119	68.883	97.797	31.631
YNR032C	14	687245	687467	68.798	97.311	31.944
YNR033W	14	687637	690001	68.785	96.416	32.607
YNR034W	14	690323	691289	69.070	95.211	33.684
YNR034W	14	692563	692860	69.433	94.124	34.740
YNR035C	14	693021	694050	69.470	93.712	35.101
YNR036C	14	694363	694825	69.411	93.233	35.481
YNR037C	14	695054	695330	69.326	92.988	35.653
YNR038W	14	695597	697487	68.979	92.506	35.923
YNR039C	14	697616	699434	68.110	91.968	36.034
YNR040W	14	699692	700463	67.127	91.691	35.881
YNR041C	14	700543	701662	66.332	91.577	35.665
YNR042W	14	701240	701669	66.037	91.550	35.576
YNR043W	14	701897	703088	65.162	91.506	35.338
YNR044W	14	703701	705879	63.281	91.596	35.053
YNR045W	14	706141	707611	61.640	91.901	35.085
YNR046W	14	707790	708198	60.788	92.153	35.217
YNR047W	14	708525	711207	59.400	92.707	35.612
YNR048W	14	711632	712814	57.755	93.620	36.413
YNR049C	14	713025	713658	57.107	94.026	36.862
YNR050C	14	714050	715391	56.469	94.456	37.456
snR49	14	716122	716287	55.978	94.831	38.147
YNR051C	14	716782	718330	55.706	95.096	38.820
YNR052C	14	719348	720650	55.644	95.384	40.149
YNR053C	14	721122	723114	56.028	95.430	41.404
snR191	14	721939	722213	56.017	95.432	41.380
YNR054C	14	723357	724308	56.499	95.267	42.348
YNR055C	14	728427	730188	58.604	93.403	44.552
YNR056C	14	731618	733304	60.204	91.460	45.292
YNR057C	14	733356	734070	60.788	90.814	45.617
YNR058W	14	734291	735734	61.302	90.362	46.036
YNR059W	14	736803	738546	62.076	90.091	47.145
YNR060W	14	739951	742111	62.507	91.030	49.030
YNR061C	14	742881	743541	62.433	92.232	50.439
YNR062C	14	744360	745344	62.118	93.058	51.356
YNR063W	14	746943	748767	60.943	94.297	52.651
YNR064C	14	749136	750009	59.923	94.848	53.171
YNR065C	14	750350	753701	58.039	95.440	53.639
YNR066C	14	753725	755036	56.381	95.886	53.731
YNR067C	14	755746	759100	55.289	96.416	53.268
YNR068C	14	760067	760886	55.385	96.894	52.146
YNR069C	14	761123	762593	55.823	97.092	51.420
YNR070W	14	765375	769377	58.581	97.339	49.698
YNR071C	14	770440	771469	60.830	96.905	50.316
YNR072W	14	772657	774352	62.516	96.423	51.480
YNR073C	14	774792	776301	63.391	96.370	52.412
YNR074C	14	777602	778739	63.770	96.837	53.507
YNR075W	14	779916	781041	63.408	97.749	54.376
YNR075C	14	781511	781604	63.017	98.335	54.752
YNR076W	14	781918	782281	62.767	98.668	54.933
YNR077C	14	783287	783542	61.403	100.396	55.797
YOL166W	15	84	636	54.070	64.557	60.203
YOL166C	15	999	1225	52.808	64.144	59.519
YOL165C	15	1646	2078	54.500	64.699	60.437
YOL164W	15	4129	4312	50.478	63.313	58.372
YOL164W	15	6174	8115	48.895	62.368	58.242
YOL162W	15	9617	10333	47.937	61.268	59.073
YOL163W	15	9936	10605	47.871	61.143	59.215
YOL161C	15	11547	11910	47.627	60.495	60.058
YOL160W	15	14311	14653	47.402	59.353	61.849
YOL159C	15	15231	15504	47.301	59.126	62.220
YOL159C	15	17279	17795	46.971	58.876	62.651
YOL158C	15	19489	21310	46.355	59.233	62.162
YOL157C	15	22523	24293	45.522	60.377	60.439
YOL156W	15	25271	26975	45.161	61.017	59.122
YOL155W	15	27082	27217	45.181	61.044	58.826
YOL155C	15	28701	31605	45.741	60.445	58.601
YOL154W	15	34656	35406	47.819	57.577	59.801
YOL153C	15	36820	38566	48.543	55.654	60.132
YOL152W	15	40746	42609	48.726	52.520	59.801
YOL151W	15	43692	44721	48.422	50.525	59.239
YOL150C	15	44471	44783	48.398	50.258	59.188
YOL149W	15	44936	45632	48.379	49.881	59.137
YOL148C	15	45758	47573	48.434	49.277	59.164
YOL147C	15	47931	48642	48.647	48.869	59.414
YOL146W	15	48862	49447	48.831	48.792	59.650
YOL145C	15	49553	52787	49.437	48.974	60.458
YOL144W	15	53096	54551	50.597	49.902	62.041
YOL143C	15	54593	55103	51.097	50.247	62.701
YOL142W	15	55556	56279	51.635	50.537	63.389
YOL141W	15	56450	58538	52.458	50.837	64.405
YOL140W	15	58758	60030	53.495	50.999	65.628
YOL139C	15	60382	61024	54.239	50.980	66.470
YOL138C	15	61324	65350	55.807	50.636	68.163
YOL137W	15	65620	67114	57.732	50.163	70.030
YOL136C	15	67560	68754	58.930	49.956	71.074
YOL135C	15	69375	70044	60.005	49.818	71.945
YOL134C	15	70155	70545	60.458	49.772	72.295
YOL133W	15	70324	70690	60.570	49.762	72.380
YOL132W	15	71299	72715	61.657	49.686	73.175
YOL131W	15	73030	73357	62.538	49.648	73.780
YOL130W	15	74399	76979	64.368	49.370	74.912
YOL129W	15	77559	78114	65.890	48.838	75.707
YOL128C	15	78351	79479	66.637	48.467	76.045
YOL127W	15	80347	81190	67.891	47.669	76.526
YOL126C	15	81786	82920	68.934	46.825	76.841
YOL125W	15	83833	85264	70.243	45.505	77.066
YOL124C	15	85455	86757	70.920	44.609	76.972
YOL123W	15	87843	89448	71.556	43.247	76.357
YOL122C	15	89691	91419	71.654	42.302	75.516
YOL121C	15	92025	92850	71.426	41.438	74.366
YOL120C	15	93394	94402	71.078	40.817	73.284
YOL119C	15	94855	96361	70.751	40.172	71.963
YOL118C	15	96607	96916	70.604	39.790	71.051
YOL117W	15	97550	99488	70.488	39.286	69.628
YOL116W	15	99808	100574	70.503	38.898	68.237
YOL115W	15	101474	103229	70.702	38.525	66.387
YOL114C	15	103316	103925	70.912	38.378	65.282
YOL113W	15	104325	106293	71.298	38.355	63.938
YOL112W	15	106709	108188	71.954	38.631	62.492
YOL111C	15	108257	108896	72.376	38.913	61.844
YOL110W	15	109175	109889	72.775	39.229	61.359
YOL109W	15	110296	110638	73.202	39.603	60.941
YOL108C	15	111430	111886	73.797	40.174	60.486
YOL107W	15	112101	113130	74.319	40.710	60.187
YOL106W	15	113225	113579	74.771	41.194	59.984
YOL105C	15	114137	115808	75.585	42.005	59.653
YOL104C	15	116395	117454	76.352	42.579	59.368
YOL103W	15	117999	123268	77.059	42.343	59.208
YOL103W	15	117999	119322	76.806	42.686	59.230
YOL103W	15	124000	125830	76.852	40.205	59.659
YOL102C	15	125996	126689	76.918	39.605	59.988
YOL101C	15	126981	127920	77.077	39.267	60.311
YOL100W	15	129236	132482	78.138	38.914	61.663
YOL099C	15	132016	132508	78.830	39.073	62.380
YOL098C	15	132724	135838	80.037	39.579	63.554
snR58	15	136087	136183	81.108	40.154	64.683
YOL097W	15	136219	136405	81.206	40.212	64.792
YOL097C	15	136526	137825	81.669	40.507	65.328
YOL096C	15	138106	139045	82.382	41.018	66.210
YOL095C	15	139226	141347	83.184	41.696	67.311
YOL094C	15	141583	142555	83.939	42.467	68.482
YOL093W	15	142814	143696	84.396	43.015	69.275
YOL092W	15	144203	145130	84.847	43.702	70.209
YOL091W	15	145333	147163	85.167	44.514	71.205
YOL090W	15	147381	150276	85.260	45.927	72.711
YOL089C	15	150397	153490	84.666	47.787	74.336
YOL088C	15	153911	154745	83.742	49.317	75.404
YOL087C	15	155286	158637	82.933	51.047	76.017
YOL086W	15	159172	159445	82.560	52.611	75.966
YOL086C	15	159547	160594	82.508	53.123	75.832
YOL085W	15	161578	161791	82.513	54.215	75.348
YOL085C	15	161672	162014	82.522	54.323	75.286
YOL084W	15	162355	165331	82.748	55.684	74.296
YOL083W	15	165713	166952	82.859	57.070	72.839
YOL083C	15	166460	166601	82.850	57.161	72.720
YOL082W	15	168726	169974	82.387	58.065	70.976
YOL081W	15	171069	180309	79.610	57.815	66.750
YOL080C	15	180557	181427	78.910	56.156	63.182
YOL079W	15	181056	181455	78.943	56.048	63.007
YOL078W	15	181681	185212	79.471	55.051	61.551
YOL077W	15	185437	185644	80.140	54.030	60.137
YOL077C	15	185847	186723	80.333	53.681	59.616
YOL076W	15	187023	189414	80.720	52.813	58.225
YOL075C	15	189657	193542	80.994	51.422	55.642
YOL073C	15	193831	194800	80.854	50.426	53.433
YOL072W	15	194969	196337	80.730	49.997	52.317
YOL071W	15	196506	196995	80.624	49.686	51.392
YOL070C	15	197219	198725	80.500	49.381	50.352
YOL069W	15	198941	200297	80.326	49.038	48.936
YOL068C	15	200367	201879	80.158	48.796	47.626
YOL067C	15	201984	202518	80.027	48.656	46.634
YOL066C	15	202695	204471	79.866	48.541	45.451
YOL065C	15	204730	205885	79.763	48.471	44.052
YOL064C	15	206102	207176	79.873	48.483	43.215
YOL063C	15	207391	210265	80.405	48.625	42.292
YOL062C	15	210519	211995	81.519	48.962	41.939
YOL061W	15	212243	213734	82.649	49.317	42.119
YOL060C	15	214016	216137	84.289	49.865	42.726
YOL059W	15	217125	218448	86.353	50.717	43.662
YOL058W	15	219209	220472	87.825	51.467	44.445
YOL057W	15	220765	222901	89.178	52.279	45.264
YOL056W	15	223266	224178	90.391	53.128	46.096
YOL055C	15	224418	226074	91.290	53.768	46.672
YOL054W	15	228612	229833	93.076	54.543	46.800
YOL053W	15	230083	231271	93.526	54.499	46.345
YOL052C	15	231568	231754	93.768	54.370	45.885
YOL052C	15	232444	233635	94.024	54.054	45.035
snR81	15	234344	234545	94.195	53.595	43.950
YOL051W	15	234938	238184	94.510	53.194	42.567
YOL050C	15	237880	238201	94.808	53.211	41.889
YOL049W	15	238617	240093	95.129	53.432	41.489
YOL048C	15	240202	241309	95.526	53.880	41.268
YOL047C	15	241612	242746	95.990	54.558	41.262
YOL046C	15	243464	244139	96.592	55.609	41.524
YOL045W	15	243495	246801	97.079	56.540	41.834
YOL044W	15	247148	248300	97.613	57.654	42.042
