Gene	Chromosome	Start	End
YGR291C	7	1076289	1076511
YGR292W	7	1076605	1078360
YGR293C	7	1079891	1080353
YGR294W	7	1080312	1080675
YGR295C	7	1081590	1082736
YGR296W	7	1084870	1090598
YGR296C	7	1088876	1089452
YGR296C	7	1089752	1090235
YHL050W	8	972	1293
YHL049C	8	3724	4540
YHL048C	8	5661	5796
YHL048W	8	6399	7545
YHL047C	8	9574	10711
YHL046W	8	9978	10196
YHL046C	8	11920	12283
YHL045W	8	12499	12847
YHL044W	8	13562	14270
YHL043W	8	14898	15411
YHL042W	8	15664	16117
YHL041W	8	17389	17839
YHL040C	8	19084	20968
YHL039W	8	21779	23537
YHL038C	8	23613	25506
YHL037C	8	25697	26177
YHL036W	8	26238	27879
YHL035C	8	27975	32754
YHL034W	8	33173	33635
YHL034C	8	33190	34075
YHL033C	8	35252	36023
YHL032C	8	36376	38506
YHL031C	8	38812	39484
YHL030W	8	39071	39533
YHL030W	8	40081	45688
YHL029C	8	45926	47966
YHL028W	8	48760	50578
YHL027W	8	51108	52986
YHL026C	8	53216	54164
YHL025W	8	54848	55847
YHL024W	8	56646	58788
YHL023C	8	59120	62561
YHL022C	8	62958	64155
YHL021C	8	64458	65856
YHL020C	8	66238	67453
YHL019W	8	67707	68301
YHL019C	8	67727	69545
YHL018W	8	69704	70067
YHL017W	8	70272	71871
YHL016C	8	72033	74241
YHL015W	8	74695	74779
YHL015W	8	75408	75774
YHL014C	8	76093	77311
YHL013C	8	77426	78350
YHL012W	8	78931	80413
YHL011C	8	80649	81612
YHL010C	8	81959	83717
YHL009C	8	84063	85056
YHL009W	8	85904	91314
YHL009W	8	85904	87146
YHL008C	8	92622	94506
YHL007C	8	95113	97933
YHL006W	8	97727	98081
YHL006C	8	98338	98791
YHL005C	8	98823	99216
YHL004W	8	99610	100399
YHL003C	8	100643	101879
YHL002C	8	102581	103070
YHL002W	8	102606	103965
YHL001W	8	104271	105086
YHR001W	8	106049	107363
YHR001W	8	107820	108117
YHR002W	8	108806	109880
YHR003C	8	110022	111312
YHR004C	8	111748	113089
YHR005C	8	113493	114912
YHR005C	8	115614	115896
YHR006W	8	117808	119434
YHR007C	8	120085	121678
YHR007C	8	122544	122760
YHR008C	8	122883	123585
YHR009C	8	124103	125675
YHR010W	8	126514	127486
YHR011W	8	127773	129114
YHR012W	8	129474	130442
YHR013C	8	130723	131440
YHR014W	8	132039	132915
YHR015W	8	134546	136526
YHR016C	8	136873	138448
YHR017W	8	138686	139844
YHR018C	8	140003	141395
YHR019C	8	141886	143551
YHR020W	8	143988	146055
YHR021C	8	147863	148662
YHR021W	8	149217	149673
YHR022C	8	149567	150338
YHR022C	8	151209	151299
YHR023W	8	151658	157445
YHR024C	8	157736	159185
YHR025W	8	159430	160504
YHR026W	8	160836	161478
YHR027C	8	161722	164704
YHR028C	8	164970	167427
YHR028W	8	167344	167665
YHR029C	8	167669	168554
YHR030C	8	168882	170337
YHR031C	8	170791	172963
YHR032W	8	173336	175082
YHR032W	8	175187	175367
YHR032C	8	175267	175387
YHR033W	8	175540	176812
YHR034C	8	176957	177992
YHR035W	8	178211	180104
YHR036W	8	180337	181753
YHR037W	8	181969	183697
YHR038W	8	184058	184751
YHR039C	8	184867	186802
YHR039C	8	187165	187672
YHR040W	8	187916	189017
YHR041C	8	189123	189857
YHR042W	8	190535	192611
YHR043C	8	192797	193538
YHR044C	8	194060	194801
YHR045W	8	195543	197226
YHR046C	8	197390	198278
YHR047C	8	198732	201303
YHR048W	8	204599	206144
YHR049W	8	206454	207186
YHR049C	8	207212	207524
YHR050W	8	207647	209297
YHR050W	8	209468	209639
YHR051W	8	209698	210145
YHR052W	8	210841	211972
RUF5	8	212410	213120
YHR052W	8	212511	212706
YHR053C	8	212536	212722
YHR054C	8	213186	214251
RUF5	8	214408	215118
YHR054W	8	214509	214704
YHR055C	8	214534	214720
YHR056C	8	215184	217836
YHR056W	8	217407	217842
YHR057C	8	218227	218845
YHR058C	8	218998	219886
YHR059W	8	220109	220502
YHR060W	8	220726	221272
YHR061C	8	221535	222480
YHR062C	8	222878	223760
YHR063C	8	224031	225171
YHR063W	8	225443	225779
YHR064C	8	225526	227143
YHR065C	8	227533	229039
YHR066W	8	229336	230698
YHR067W	8	230971	231814
YHR068W	8	232134	233298
YHR069C	8	233580	234660
YHR069C	8	234875	235238
YHR070W	8	234882	236382
YHR070C	8	236103	236514
YHR071W	8	237005	237695
YHR071C	8	238911	239232
YHR072W	8	239099	241295
YHR072W	8	241665	241842
YHR073W	8	242583	245574
YHR073W	8	242869	243046
YHR073C	8	245423	245504
YHR074W	8	246194	248339
YHR075C	8	248440	249643
YHR076W	8	251102	252227
YHR077C	8	252375	255758
YHR078W	8	256361	258020
YHR079C	8	258245	261593
YHR079C	8	262193	262555
YHR080C	8	262802	266840
YHR081W	8	267539	268094
YHR082C	8	268460	271550
YHR083W	8	272628	273618
YHR084W	8	274175	276242
YHR085W	8	276765	277770
YHR086W	8	278154	279726
YHR086W	8	280232	280394
YHR087W	8	280821	281157
YHR088W	8	281496	282384
YHR089C	8	282682	283300
YHR090C	8	283778	284627
YHR091C	8	284840	286772
YHR092C	8	287131	288814
YHR093W	8	289144	289693
YHR094C	8	290915	292628
YHR095W	8	292945	293380
YHR096C	8	294671	296450
YHR097C	8	297387	298612
YHR098C	8	299147	301937
YHR099W	8	302763	313998
YHR100C	8	314118	314676
YHR101C	8	314876	315971
YHR102W	8	316574	319817
YHR103W	8	320416	322975
YHR104W	8	323411	324395
YHR105W	8	324768	325413
YHR106W	8	325600	326629
YHR107C	8	326815	328039
YHR108W	8	328305	330063
YHR109W	8	330312	332070
YHR110W	8	332284	332923
YHR111W	8	333074	334397
YHR112C	8	334529	335666
YHR113W	8	336339	337812
YHR114W	8	338085	339987
YHR115C	8	340111	341362
YHR116W	8	341667	342123
YHR117W	8	342351	344271
YHR118C	8	344323	345631
YHR119W	8	346045	349288
YHR120W	8	349576	352456
YHR121W	8	352758	353322
YHR122W	8	353627	354323
YHR123W	8	354817	356084
YHR124W	8	356563	358447
YHR125W	8	358860	359166
YHR126C	8	359704	360184
YHR127W	8	360915	361647
YHR128W	8	362117	362768
YHR129C	8	363001	364156
YHR130C	8	364967	365303
YHR131C	8	365342	367895
YHR131W	8	367749	367995
YHR132C	8	368504	369797
YHR132W	8	370056	370452
YHR133C	8	370724	371600
YHR134W	8	371751	372561
YHR135C	8	372696	374313
YHR136C	8	374656	375103
YHR137W	8	375711	377253
YHR137C	8	375740	376391
YHR138C	8	377357	377702
YHR139C	8	378221	379202
YHR139C	8	380110	380422
YHR140W	8	380574	381294
snR32	8	381542	381730
YHR141C	8	381992	382754
YHR142W	8	383540	384491
YHR143W	8	385512	386490
YHR143W	8	387235	387448
YHR144C	8	387790	388729
YHR145C	8	388983	389340
YHR146W	8	390302	391700
YHR147C	8	392641	393286
YHR148W	8	393536	394088
YHR149C	8	394457	396662
YHR150W	8	397253	398993
YHR151C	8	399270	400851
YHR152W	8	401436	401958
YHR153C	8	402088	402685
YHR154W	8	402968	406181
YHR155W	8	407105	410792
snR71	8	411230	411320
YHR156C	8	411386	412409
YHR157W	8	412909	413458
YHR158C	8	413687	417182
YHR159W	8	417551	419066
YHR160C	8	419223	420075
YHR161C	8	420375	422289
YHR162W	8	423074	423464
YHR163W	8	423725	424475
YHR164C	8	424611	429180
YHR165C	8	429708	436950
YHR165W	8	436648	436960
YHR166C	8	437171	439052
YHR167W	8	439343	440129
YHR168W	8	440378	441878
YHR169W	8	442181	443477
YHR170W	8	443828	445385
YHR171W	8	445712	447605
YHR172W	8	448334	450806
YHR173C	8	450814	451153
YHR174W	8	451326	452640
YHR175W	8	452871	453441
YHR175W	8	453557	453707
YHR176W	8	454228	455527
YHR177W	8	456590	457952
YHR178W	8	459298	461530
YHR179W	8	462501	463704
YHR180W	8	465177	465669
YHR180W	8	466931	467114
YHR180C	8	466957	467062
YHR181W	8	467227	467914
YHR182W	8	468218	470576
YHR182C	8	470938	471412
YHR183W	8	470959	472429
YHR184W	8	472743	474459
YHR185C	8	474626	475340
YHR186C	8	475998	480672
YHR187W	8	480989	481919
YHR188C	8	482004	483837
YHR189W	8	484027	484600
YHR190W	8	484844	486179
YHR191C	8	486229	486631
YHR192W	8	486825	487662
YHR193C	8	487711	488236
YHR193C	8	488652	489027
YHR194W	8	488656	490396
YHR195W	8	490746	491712
YHR196W	8	491930	493658
YHR197W	8	493895	496187
YHR198C	8	496314	497280
YHR199C	8	497489	498422
YHR199C	8	498570	498859
YHR200W	8	499078	499885
YHR201C	8	499949	501143
YHR202W	8	502387	504196
YHR203C	8	504475	505530
YHR204W	8	506318	508709
YHR205W	8	509362	511837
YHR206W	8	512731	514600
YHR207C	8	514904	516485
YHR208W	8	517531	518713
YHR209W	8	519436	520312
YHR210C	8	520711	521737
YHR211W	8	525391	528619
YHR212C	8	537758	538094
YHR212W	8	538741	538945
YHR213W	8	539150	539747
YHR213W	8	540548	540782
YHR213W	8	540799	541099
YHR214W	8	541650	542262
YHR214W	8	543007	543493
YHR214C	8	543963	549346
YHR214C	8	547909	549346
YHR214C	8	550647	550941
YHR214C	8	551199	551499
YHR215W	8	552098	553502
YHR216W	8	554395	555967
YHR217C	8	556580	557042
YHR218W	8	558013	559924
YHR218W	8	559931	560249
YHR219W	8	560172	562047
YHR219C	8	561198	561681
YJL225C	10	465	6130
YJL225W	10	990	1311
YJL223C	10	8775	9138
YJL222W	10	9345	9483
YJL222W	10	9451	9679
YJL222W	10	11474	16124
YJL221C	10	16766	18536
YJL220W	10	18242	18695
YJL219W	10	19496	21200
YJL218W	10	21972	22563
YJL217W	10	23132	23729
YJL216C	10	24340	26086
YJL215C	10	26411	26771
YJL214W	10	26886	28596
YJL213W	10	32162	33158
YJL212C	10	33849	36249
YJL211C	10	36756	37200
YJL210W	10	36918	37734
YJL209W	10	38004	39969
YJL208C	10	40193	41183
YJL207C	10	41388	47433
YJL206C	10	47658	49935
YJL205C	10	50138	50443
YJL204C	10	50628	53151
YJL203W	10	53340	54183
YJL202C	10	53942	54290
YJL201W	10	54378	56178
YJL200C	10	56443	58813
YJL199C	10	59854	60181
YJL198W	10	60842	63488
YJL197W	10	63803	67568
YJL197C	10	65803	66085
YJL196C	10	67848	68781
YJL195C	10	69239	69941
YJL194W	10	69336	70878
YJL193W	10	71364	72573
YJL192C	10	72708	73413
YJL191W	10	73785	74610
YJL190C	10	74908	75301
YJL189W	10	75931	76473
YJL188C	10	76200	76509
YJL187C	10	76801	79261
YJL186W	10	80152	81913
YJL185C	10	82092	82974
YJL184W	10	83445	83817
YJL183W	10	84065	85334
YJL182C	10	85432	85750
YJL181W	10	85657	87493
YJL180C	10	87580	88558
YJL179W	10	88784	89114
YJL178C	10	89279	90095
YJL177W	10	90783	91655
YJL176C	10	92050	94528
YJL175W	10	94046	94559
YJL174W	10	95089	95920
YJL173C	10	96158	96527
YJL172W	10	97730	99461
YJL171C	10	99697	100491
YJL170C	10	101143	101773
YJL169W	10	102092	102461
YJL168C	10	102220	104422
YJL167W	10	105007	106066
YJL166W	10	106427	106712
YJL165C	10	106887	109455
YJL164C	10	109959	111153
YJL163C	10	111661	113329
YJL162C	10	113873	115625
YJL161W	10	117240	117783
YJL160C	10	117957	118821
YJL159W	10	120444	121686
YJL158C	10	122260	122944
YJL157C	10	123831	126324
YJL156W	10	126599	126821
YJL156C	10	126848	128948
YJL155C	10	129280	130639
YJL154C	10	131096	133931
YJL153C	10	134327	135929
YJL152W	10	136169	136529
YJL151C	10	136367	136769
YJL150W	10	137118	137421
YJL149W	10	137374	139366
snR128	10	139561	139687
snR190	10	139756	139946
YJL148W	10	140432	141134
YJL147C	10	141414	142563
YJL146W	10	143287	144697
YJL145W	10	145155	146040
YJL144W	10	146354	146669
YJL143W	10	147096	147573
YJL142C	10	147814	148207
YJL141C	10	147962	150386
YJL140W	10	150956	151622
YJL139C	10	151708	152995
YJL138C	10	153499	154687
YJL137C	10	154980	156123
YJL136W	10	156164	156248
YJL136C	10	156545	157269
YJL135W	10	157872	158190
YJL134W	10	158183	159413
YJL133C	10	159618	159843
YJL133W	10	160614	161559
YJL132W	10	161909	164162
YJL131C	10	164273	165344
YJL130C	10	165718	172363
YJL129C	10	173594	177302
YJL128C	10	178092	180099
YJL127W	10	180189	180306
YJL127C	10	181547	181706
YJL127C	10	182294	184217
YJL126W	10	184497	185421
YJL125C	10	185524	186676
YJL124C	10	187123	187642
YJL123C	10	188001	189438
YJL122W	10	189713	190241
YJL121C	10	190371	191088
YJL120W	10	191019	191343
YJL119C	10	191569	191893
YJL118W	10	191636	192296
YJL117W	10	192528	193464
YJL116C	10	193857	194871
YJL115W	10	196283	197123
YJL114W	10	197911	199156
YJL113W	10	197911	203324
YJL112W	10	205299	207444
YJL111W	10	207871	209524
YJL110C	10	209916	211572
YJL109C	10	211994	217304
YJL108C	10	217699	218851
YJL107C	10	218847	220011
YJL106W	10	221384	223322
YJL105W	10	225049	226732
YJL104W	10	227321	227771
snR37	10	228088	228474
YJL103C	10	229019	230876
YJL102W	10	231295	233755
YJL101C	10	234314	236351
YJL100W	10	237257	239081
YJL099W	10	239408	241649
YJL098W	10	242076	245253
YJL097W	10	245585	246239
YJL096W	10	246484	246970
YJL095W	10	247248	251685
YJL094C	10	251814	254436
YJL093C	10	254730	256806
YJL092W	10	257416	260941
YJL091C	10	261073	262546
YJL090C	10	262750	265045
YJL089W	10	265919	268409
YJL088W	10	268792	269809
YJL087C	10	269995	272479
YJL086C	10	272471	272840
YJL085W	10	272820	274692
YJL084C	10	274855	277996
YJL083W	10	278834	280649
YJL082W	10	281178	283374
YJL081C	10	283795	285265
YJL080C	10	285551	289220
YJL079C	10	289868	290768
YJL078C	10	291329	293975
YJL077W	10	294040	294139
YJL077C	10	294659	295055
YJL077W	10	294792	294879
YJL076W	10	295238	298808
YJL075C	10	298453	298870
YJL074C	10	299150	302843
YJL073W	10	303174	305112
YJL072C	10	305214	305856
YJL071W	10	306125	307850
YJL070C	10	307964	310631
YJL069C	10	310915	312700
YJL068C	10	313009	313909
YJL067W	10	314077	314428
YJL066C	10	314107	314866
YJL065C	10	315047	315551
YJL064W	10	315168	315564
YJL063C	10	315752	316469
YJL062W	10	316716	316974
YJL062W	10	317277	319770
YJL061W	10	320009	322151
YJL060W	10	323379	324714
YJL059W	10	324957	326184
YJL058C	10	326235	327867
YJL057C	10	328111	330115
YJL056C	10	330424	333067
YJL055W	10	333350	334088
YJL054W	10	334258	335695
YJL053W	10	335891	337031
YJL052C	10	337877	337997
YJL052W	10	338264	339263
YJL051W	10	339780	342249
YJL050W	10	342515	345737
YJL049W	10	345966	347319
YJL048C	10	347440	348631
YJL047C	10	349037	349172
snR60	10	349123	349227
YJL047C	10	349573	352102
YJL046W	10	352379	353609
YJL045W	10	356017	357922
YJL044C	10	358293	359670
YJL043W	10	360123	360897
YJL042W	10	361242	365439
YJL041W	10	365777	368367
YJL039C	10	368741	373793
YJL038C	10	375108	375768
YJL037W	10	376655	377330
YJL036W	10	378818	380090
YJL035C	10	380242	380995
YJL034W	10	381320	383369
YJL033W	10	383830	386143
YJL032W	10	386341	386656
YJL031C	10	386361	387432
YJL030W	10	387650	388241
YJL029C	10	388378	390847
YJL028W	10	391304	391640
YJL027C	10	391826	392243
YJL026W	10	392397	393597
YJL026C	10	393059	393281
YJL025W	10	393960	395505
YJL024C	10	395924	396586
YJL023C	10	397348	398392
YJL022W	10	398102	398411
YJL020C	10	398930	402404
YJL020W	10	400974	401232
YJL019W	10	402890	404939
YJL016W	10	405581	407267
YJL015C	10	407135	407510
YJL014W	10	407550	409155
YJL013C	10	409485	411033
YJL012C	10	411226	413392
YJL011C	10	414277	414763
YJL010C	10	417554	419555
YJL009W	10	419847	420174
YJL008C	10	419949	421656
YJL007C	10	422690	423005
YJL006C	10	423130	424102
YJL005W	10	425149	431230
YJL004C	10	431581	432193
YJL003W	10	432636	432993
YJL002C	10	433213	434644
YJL001W	10	435155	435919
YJR001W	10	436794	438603
YJR002W	10	438856	440638
YJR003C	10	440985	442545
YJR004C	10	442900	444853
YJR005W	10	445914	448017
YJR005C	10	448468	448750
YJR006W	10	449193	450657
YJR007W	10	451011	451926
YJR008W	10	452421	453438
YJR009C	10	453674	454673
YJR010W	10	456230	457766
YJR010C	10	458068	458353
YJR011C	10	458632	459418
YJR012C	10	459786	460410
YJR013W	10	460373	461585
YJR014W	10	461820	462417
YJR015W	10	462712	464245
YJR016C	10	464442	466200
YJR017C	10	466512	467025
YJR018W	10	466777	467140
YJR019C	10	467223	468273
YJR020W	10	467992	468325
YJR021C	10	468546	469571
YJR022W	10	469775	470105
YJR023C	10	469795	470197
YJR024C	10	470221	470956
YJR025C	10	471129	471663
YJR026W	10	472751	474074
YJR027W	10	472751	478020
YJR029W	10	478335	483604
YJR028W	10	478335	479658
YJR030C	10	483950	486188
YJR031C	10	486577	490804
YJR032W	10	491072	492254
YJR033C	10	492369	496443
YJR034W	10	496674	497001
YJR035W	10	497346	500604
YJR036C	10	500704	503383
YJR037W	10	503093	503477
YJR038C	10	503701	504064
YJR039W	10	503927	507293
YJR040W	10	507737	510077
YJR041C	10	510230	513755
YJR042W	10	514046	516281
YJR043C	10	516452	517505
YJR044C	10	518754	519177
YJR045C	10	519629	521594
YJR046W	10	522039	523854
YJR047C	10	524899	525373
YJR048W	10	526326	526656
YJR049C	10	526875	528468
YJR050W	10	528688	529396
YJR051W	10	529852	531358
YJR052W	10	532053	533751
YJR053W	10	534018	535743
YJR054W	10	536047	537541
YJR055W	10	538763	539258
YJR056C	10	541783	542494
YJR057W	10	544053	544704
YJR058C	10	544723	545167
YJR059W	10	545778	548235
YJR060W	10	548750	549806
YJR061W	10	550502	553310
YJR062C	10	553467	554841
YJR063W	10	555186	555564
YJR064W	10	555905	557594
YJR065C	10	557800	559150
YJR066W	10	559407	566820
YJR067C	10	567010	567436
YJR068W	10	567634	568696
YJR069C	10	568797	569391
YJR070C	10	569612	570590
YJR071W	10	570396	570765
YJR072C	10	570958	572116
YJR073C	10	572306	572927
YJR074W	10	573086	573743
YJR075W	10	573972	575163
YJR076C	10	575345	576593
YJR077C	10	577246	578182
YJR078W	10	578851	580213
YJR079W	10	580196	581231
YJR080C	10	580423	581608
YJR082C	10	581905	582247
YJR083C	10	582599	583529
YJR084W	10	583724	584996
YJR085C	10	585111	585429
YJR086W	10	586059	586392
YJR087W	10	586391	586742
YJR088C	10	586486	587365
YJR089W	10	587709	590574
YJR090C	10	590863	594319
YJR091C	10	595052	598328
YJR092W	10	598726	603070
YJR093C	10	603211	604195
YJR094C	10	604560	605643
YJR094W	10	608296	608850
YJR095W	10	609764	610733
YJR096W	10	611186	612035
YJR097W	10	612404	612923
YJR098C	10	613177	615145
YJR099W	10	615564	616275
YJR100C	10	616339	617323
YJR101W	10	618222	619023
YJR102C	10	619145	619754
YJR103W	10	620742	622437
YJR104C	10	622537	623002
YJR105W	10	623568	624591
YJR106W	10	624825	627003
YJR107W	10	627328	628315
YJR108W	10	628701	629073
YJR109C	10	629574	632931
YJR110W	10	633604	635671
YJR111C	10	635844	636696
YJR112W	10	637019	637625
YJR112W	10	637779	638158
YJR113C	10	638221	638965
YJR114W	10	638648	639041
YJR115W	10	639931	640441
YJR116W	10	640814	641654
YJR117W	10	641996	643358
YJR118C	10	643479	644091
YJR119C	10	644293	646480
YJR120W	10	647115	647466
YJR121W	10	647596	649132
YJR122W	10	649765	651259
YJR123W	10	651890	652568
YJR124C	10	652881	654228
YJR125C	10	654726	655953
YJR126C	10	656243	658679
YJR127C	10	658906	663049
YJR128W	10	662910	663270
snR3	10	663738	663932
YJR129C	10	663989	665009
YJR130C	10	665207	667127
YJR131W	10	667633	669283
YJR132W	10	669511	672658
YJR133W	10	672980	673610
YJR134C	10	673718	675842
YJR135C	10	676048	676768
YJR135W	10	676960	677224
YJR136C	10	677430	678696
YJR137C	10	678946	683275
YJR138W	10	684556	689311
YJR139C	10	689434	690514
YJR140C	10	690739	695686
YJR140W	10	690950	691100
YJR141W	10	695895	696939
YJR142W	10	697130	698159
YJR143C	10	698315	700604
YJR144W	10	700871	701681
YJR145C	10	702016	703058
YJR146W	10	703874	704228
YJR147W	10	704185	705262
YJR148W	10	705733	706864
YJR149W	10	707149	708364
YJR150C	10	708800	709697
YJR151C	10	712244	715730
YJR151W	10	717569	717620
YJR152W	10	719655	721287
YJR153W	10	722804	723890
YJR154W	10	725773	726814
YJR155W	10	727394	728261
YJR156C	10	728563	729586
YJR157W	10	730504	730867
YJR158W	10	732429	734133
YJR159W	10	736033	737107
YJR160C	10	737997	739806
YJR161C	10	742837	743989
YJR162C	10	744900	745251
YKL225W	11	451	799
YKL224C	11	1810	2182
YKL223W	11	2389	2722
YKL222C	11	3503	5621
YKL221W	11	6107	7529
YKL220C	11	9804	11227
YKL219W	11	14484	15708
YKL218C	11	17358	18339
YKL217W	11	22233	24084
YKL216W	11	25215	26160
YKL215C	11	26827	30688
YKL214C	11	31082	31694
YKL213C	11	31960	34108
YKL212W	11	34543	36415
YKL211C	11	36699	38154
snR64	11	38811	38912
YKL210W	11	39163	42238
YKL209C	11	42423	46296
YKL208W	11	47157	47973
YKL207W	11	48194	48956
YKL206C	11	49006	49810
YKL205W	11	50051	53354
YKL204W	11	53704	55603
YKL203C	11	55935	63360
YKL202W	11	63821	64403
YKL201C	11	63930	67467
YKL198C	11	68273	70223
YKL197C	11	70738	73870
YKL196C	11	74936	75539
YKL195W	11	75825	77037
YKL194C	11	77262	78651
YKL193C	11	78870	79887
YKL192C	11	80164	80542
YKL191W	11	81039	82644
YKL190W	11	82951	83555
YKL189W	11	84708	85908
YKL188C	11	86229	88791
YKL187C	11	89288	91541
YKL186C	11	92748	93303
YKL185W	11	94503	96270
YKL184W	11	96761	98162
YKL183C	11	98399	98612
YKL183W	11	98725	99646
YKL182W	11	100675	106831
YKL181W	11	107320	108604
YKL180W	11	109273	110134
YKL179C	11	110468	112508
YKL178C	11	113219	114632
YKL177W	11	114360	114699
YKL176C	11	115504	117991
YKL175W	11	118797	120309
YKL174C	11	120384	122241
YKL173W	11	122521	125548
YKL172W	11	125763	127047
YKL171W	11	127479	130266
YKL170W	11	130638	131055
YKL169C	11	130689	131073
YKL168C	11	131292	133467
YKL167C	11	133725	134139
YKL166C	11	134513	135710
YKL165C	11	135794	136028
YKL165C	11	137936	140696
YKL164C	11	141798	142824
YKL163W	11	144405	145383
YKL162C	11	145926	146079
YKL162C	11	147634	148843
YKL161C	11	149390	150692
YKL160W	11	153273	153711
YKL159C	11	153820	154456
YKL157W	11	154995	158186
YKL156W	11	158618	159217
YKL156C	11	158979	159096
YKL155C	11	159460	161347
YKL154W	11	161605	162340
YKL153W	11	163604	164114
YKL152C	11	163646	164390
YKL151C	11	164921	165935
YKL150W	11	166548	167457
YKL149C	11	167616	168834
YKL148C	11	169211	171134
YKL147C	11	171555	172173
YKL146W	11	171787	173866
YKL145W	11	174217	175621
YKL145W	11	174962	175055
YKL144C	11	175847	176486
YKL143W	11	176785	178177
YKL142W	11	178519	179179
YKL141W	11	179671	180268
YKL140W	11	180783	182430
YKL139W	11	182962	184549
YKL138C	11	184807	185017
YKL138C	11	185290	185686
YKL137W	11	185961	186297
YKL136W	11	186420	186819
YKL135C	11	186464	188645
YKL134C	11	189128	191441
YKL133C	11	191677	193069
YKL132C	11	193572	194865
YKL131W	11	194476	194998
YKL130C	11	195286	196027
YKL129C	11	196347	200163
YKL128C	11	200527	201415
YKL127W	11	203184	204897
YKL126W	11	205350	207393
YKL125W	11	207890	209774
YKL124W	11	210236	211976
YKL123W	11	211686	212067
YKL122C	11	212138	212642
YKL121W	11	213785	216344
YKL120W	11	216987	217962
YKL119C	11	218213	218861
YKL118W	11	218769	219081
YKL117W	11	219967	220618
YKL116C	11	220987	222544
YKL115C	11	222536	222929
YKL114C	11	222995	224099
YKL113C	11	224370	225519
YKL112W	11	226213	228409
YKL111C	11	228107	228443
YKL110C	11	228582	229524
YKL109W	11	231870	233535
YKL108W	11	234069	235431
YKL107W	11	235784	236714
YKL106C	11	236790	236910
YKL106W	11	237179	238535
YKL105C	11	238828	242227
YKL104C	11	242863	245017
YKL103C	11	245781	247326
YKL102C	11	247705	248011
YKL101W	11	248563	253120
YKL100C	11	253340	255104
YKL100W	11	253802	253892
YKL099C	11	255363	256116
YKL098W	11	256413	257487
YKL097C	11	258146	258557
YKL096C	11	258716	258866
YKL096W	11	258896	259175
YKL096W	11	260775	261495
YKL095W	11	261920	262757
YKL094W	11	262992	263934
YKL093W	11	264432	265452
YKL092C	11	265788	269103
YKL091C	11	269361	270294
YKL090W	11	271521	272853
YKL089W	11	273037	274687
YKL088W	11	274926	276642
YKL087C	11	276832	277507
YKL086W	11	277924	278308
YKL085W	11	278766	279771
YKL084W	11	280152	280503
YKL083W	11	280564	281179
YKL082C	11	280668	281973
YKL081W	11	282534	284099
snR38	11	282828	282923
YKL080W	11	284673	285852
YKL079W	11	286246	288217
YKL078W	11	288488	290696
YKL077W	11	291096	292275
YKL076C	11	292481	292865
YKL075C	11	292599	293952
YKL074C	11	294253	295837
YKL073W	11	296073	298719
YKL072W	11	299225	301526
YKL071W	11	304757	305528
YKL070W	11	305854	306364
YKL069W	11	306928	307471
YKL068W	11	308849	309086
YKL068W	11	309842	312722
YKL067W	11	314455	314917
YKL066W	11	314924	315368
YKL065W	11	315597	315819
YKL065C	11	316080	316701
YKL064W	11	317407	320317
YKL063C	11	320658	321162
YKL062W	11	322871	324764
YKL061W	11	325414	325756
YKL060C	11	326051	327131
YKL059C	11	327761	329087
YKL058W	11	329809	330178
YKL057C	11	330499	333613
YKL056C	11	334055	334559
YKL055C	11	334964	335801
YKL054C	11	336180	338397
YKL053C	11	338825	339086
YKL053W	11	339215	339590
YKL052C	11	339311	340190
YKL051W	11	340955	342017
YKL050C	11	342495	345264
YKL049C	11	345718	346408
YKL048C	11	346857	348780
YKL047W	11	349106	350657
YKL046C	11	350918	352268
YKL045W	11	353136	354723
YKL044W	11	355965	356286
YKL043W	11	356391	357492
YKL042W	11	358118	359210
YKL041W	11	359785	360460
YKL040C	11	360700	361471
YKL039W	11	362264	363836
snR69	11	364418	364519
YKL038W	11	365247	368760
YKL037W	11	369007	369364
YKL036C	11	369170	369563
YKL035W	11	369533	371033
YKL034W	11	371471	373748
YKL033W	11	374147	374858
YKL033W	11	375098	378215
YKL032C	11	379707	381501
YKL031W	11	381714	382128
YKL030W	11	382140	382746
YKL029C	11	382358	384368
YKL028W	11	385400	386849
YKL027W	11	387204	388548
YKL026C	11	389022	389526
YKL025C	11	389882	391922
YKL024C	11	392168	392783
YKL023C	11	392788	393016
YKL023W	11	393363	394197
YKL022C	11	394368	396891
YKL021C	11	396986	398393
YKL020C	11	398474	401723
YKL019W	11	402210	403161
YKL018C	11	403222	403522
YKL018W	11	403744	404734
YKL017C	11	404832	406884
YKL016C	11	407107	407632
YKL015W	11	408186	411126
YKL014C	11	411261	416556
YKL013C	11	417150	417666
YKL012W	11	417952	419704
YKL011C	11	419797	420859
YKL010C	11	421066	425518
YKL009W	11	425884	426595
YKL008C	11	426937	428194
YKL007W	11	428944	429751
YKL006C	11	429840	430275
snR87	11	430672	430781
YKL006W	11	431548	432363
YKL005C	11	432735	434520
YKL004W	11	435222	436428
YKL003C	11	436739	437135
YKL002W	11	437420	438187
YKL001C	11	438419	439028
YKR001C	11	440250	442365
YKR002W	11	442874	444581
YKR003W	11	445023	446370
YKR004C	11	446441	447679
YKR005C	11	448163	449810
YKR006C	11	450065	450860
YKR007W	11	451076	451631
YKR008W	11	451843	453721
YKR009C	11	453994	456697
YKR010C	11	458566	460882
YKR011C	11	461277	462339
